luxury,tranquility,safety,accessibility,security,overall_sentiment,original_index
2,4,6,8,7,5,227990
9,8,8,7,9,8,227992
6,8,7,8,7,8,227993
5,6,7,8,7,6,227994
8,9,7,8,8,8,227995
5,7,8,6,6,6,227996
7,8,7,8,7,7,227997
6,8,7,9,7,7,227998
3,7,6,8,5,7,227999
3,5,7,8,6,6,228000
7,8,8,7,8,8,228001
8,7,8,9,8,8,228003
5,7,8,6,7,6,228005
8,9,7,8,8,8,228007
5,7,8,6,7,7,228008
7,6,8,9,8,7,228010
8,7,8,9,8,8,228011
9,8,7,8,9,8,228012
7,8,8,6,7,7,228013
7,5,8,8,7,7,228015
8,7,8,9,9,8,228016
7,8,7,8,8,7,228017
7,7,8,8,8,7,228018
7,5,6,8,7,7,228019
4,6,8,7,7,7,228020
7,8,7,9,8,8,228021
7,8,9,7,9,8,228022
2,5,6,8,7,6,228023
3,5,7,8,6,6,228024
3,7,6,8,8,6,228025
9,8,7,8,7,8,228026
3,5,8,7,6,7,228030
6,8,7,7,8,7,228031
5,7,8,6,6,6,228032
8,9,7,6,8,8,228033
8,7,8,9,8,8,228034
8,9,7,8,8,8,228035
6,7,8,7,8,7,228036
8,7,8,7,8,8,228038
7,8,8,7,7,7,228039
9,7,8,8,8,8,228040
7,8,9,8,8,8,228041
4,8,7,5,6,6,228042
2,5,7,8,6,6,228043
4,7,8,6,7,7,228044
4,5,7,6,6,6,228046
7,8,8,7,8,8,228047
8,9,7,8,7,8,228048
8,7,9,8,9,8,228049
3,5,7,6,4,5,228050
6,5,7,8,7,6,228051
3,5,7,8,6,6,228052
4,3,6,5,4,4,228053
3,5,6,8,7,6,228054
8,7,8,9,9,8,228055
7,8,7,8,8,8,228056
6,8,7,8,7,7,228057
2,4,7,6,5,5,228058
8,7,8,6,7,7,228059
5,7,8,8,7,7,228060
5,7,8,9,8,7,228061
7,8,7,9,8,8,228062
2,8,6,7,5,6,228063
7,8,6,7,8,8,228064
7,8,8,7,7,8,228065
2,8,6,7,7,6,228066
3,5,6,8,7,6,228069
8,7,9,8,8,8,228070
5,7,8,9,7,7,228071
2,5,7,6,8,6,228072
7,8,8,7,7,8,228073
6,8,7,5,8,7,228074
7,9,8,7,8,8,228075
6,7,8,7,8,7,228077
5,8,7,6,7,6,228080
6,8,7,6,7,7,228081
7,8,8,7,7,7,228082
8,7,9,8,8,8,228084
5,7,8,9,7,8,228085
7,8,7,8,8,8,228086
8,9,7,8,9,8,228087
2,6,7,8,6,6,228088
8,7,7,8,7,7,228089
7,8,7,8,7,7,228090
7,6,8,7,8,7,228091
7,8,8,7,8,8,228093
8,6,7,9,8,7,228094
3,8,7,5,6,6,228095
7,8,8,6,7,7,228098
7,8,7,6,8,7,228100
7,6,8,7,8,7,228101
7,8,6,7,7,7,228102
3,5,7,8,6,6,228104
3,6,7,5,6,5,228105
7,8,6,9,8,8,228106
6,7,8,5,6,7,228109
5,7,6,8,7,6,228110
6,8,7,5,8,7,228111
8,7,8,9,8,8,228112
7,5,8,7,6,7,228113
9,8,8,9,9,8,228114
7,6,7,5,8,7,228116
3,6,7,8,7,6,228118
3,7,6,8,5,6,228119
5,7,8,6,8,6,228120
7,8,6,7,6,7,228123
3,5,7,8,6,6,228125
7,8,7,8,7,7,228126
2,8,6,5,4,5,228127
8,6,7,9,8,8,228128
8,7,8,8,9,8,228130
8,7,7,8,7,7,228131
3,8,7,6,5,6,228133
8,7,9,8,9,8,228135
3,5,7,6,6,5,228137
5,6,7,8,9,7,228138
3,7,8,6,7,6,228141
2,5,7,6,6,5,228142
3,5,6,7,4,5,228144
4,8,7,7,6,7,228145
7,3,8,6,5,7,228146
7,8,8,7,8,8,228147
8,7,6,8,7,7,228148
5,4,7,8,6,6,228149
7,8,8,7,7,7,228150
6,8,7,6,7,7,228151
8,7,8,7,8,8,228152
7,8,7,8,8,8,228153
6,4,7,8,6,6,228156
7,8,6,7,8,7,228159
6,7,8,8,7,7,228160
7,8,7,6,7,7,228161
2,5,7,9,6,6,228162
8,7,8,9,8,8,228163
3,7,8,6,7,6,228164
7,5,8,6,7,7,228165
3,6,7,8,5,6,228166
3,6,7,8,8,6,228167
6,8,7,7,7,7,228168
1,5,7,8,6,6,228169
6,7,8,7,8,7,228170
5,8,7,7,6,7,228171
8,7,8,9,9,8,228172
7,8,7,8,9,8,228173
8,7,8,9,8,8,228174
8,7,8,7,8,8,228175
5,8,7,9,6,7,228176
8,7,8,9,9,8,228177
5,8,7,6,7,7,228178
8,7,9,8,9,8,228179
8,7,8,9,9,8,228180
3,4,5,6,7,5,228181
7,8,8,9,9,8,228182
8,7,8,7,8,8,228183
7,8,7,7,8,7,228184
2,5,7,4,6,5,228186
6,7,8,9,7,7,228187
5,6,7,8,7,7,228188
4,7,8,9,8,8,228189
5,6,7,6,7,6,228191
6,8,7,9,8,7,228192
4,7,8,6,8,7,228193
6,8,7,7,6,7,228194
7,8,6,7,8,7,228195
3,5,7,6,6,5,228196
2,5,7,8,6,6,228197
6,8,7,8,8,7,228198
3,5,7,6,7,6,228199
3,5,7,8,6,6,228200
8,7,8,8,8,228201
7,8,8,7,6,7,228202
8,7,6,8,7,7,228204
7,4,8,6,7,7,228205
3,6,7,8,7,6,228206
8,7,9,8,9,8,228207
2,7,6,6,7,6,228210
8,7,8,7,8,8,228213
9,8,7,8,8,8,228214
7,8,7,6,7,7,228215
5,3,7,6,8,6,228216
2,5,7,8,6,6,228217
7,8,6,7,8,7,228219
8,7,9,8,9,8,228220
9,8,8,7,8,8,228221
7,8,8,6,7,7,228222
1,5,8,7,6,7,228223
5,7,8,6,7,7,228224
6,8,7,8,7,7,228225
7,8,8,7,8,8,228226
2,4,6,8,7,5,228227
7,8,8,7,9,8,228228
2,5,7,8,6,6,228229
7,6,8,8,7,7,228231
8,7,8,7,8,8,228232
2,5,7,8,6,6,228233
7,6,8,7,8,7,228234
8,7,8,9,9,8,228236
9,8,7,6,8,8,228238
6,8,7,8,7,7,228239
3,7,7,6,6,6,228240
6,7,8,8,7,7,228242
2,5,8,7,6,6,228243
4,8,7,9,6,7,228245
8,7,8,7,8,8,228247
7,6,8,7,7,7,228248
8,7,8,7,9,8,228251
3,5,7,8,6,6,228253
6,8,7,7,6,7,228256
8,7,8,9,9,8,228257
7,8,7,9,8,8,228258
8,7,8,7,8,8,228259
3,6,7,8,8,6,228260
5,7,8,6,7,6,228261
4,5,7,6,6,6,228263
5,3,7,6,6,5,228264
5,4,6,7,7,6,228265
2,5,6,7,8,6,228266
7,8,7,9,8,8,228268
7,6,8,9,8,7,228270
5,3,8,6,7,6,228271
4,3,6,7,5,5,228273
8,7,7,8,8,8,228275
3,6,6,7,5,5,228276
5,7,6,8,7,6,228277
6,7,8,7,8,7,228278
5,3,4,6,7,5,228279
8,6,7,8,8,7,228280
2,4,7,6,8,5,228281
6,8,7,7,8,7,228282
6,8,7,9,8,8,228284
7,8,7,8,9,8,228286
3,5,7,6,6,5,228288
7,8,8,7,8,8,228289
5,3,7,8,6,6,228291
8,7,8,9,9,8,228292
7,5,8,6,7,7,228295
5,7,6,8,7,7,228297
7,8,8,7,6,7,228298
8,9,7,8,8,8,228299
5,8,7,6,7,7,228301
2,4,5,6,7,5,228303
8,9,7,8,8,8,228304
8,7,8,9,8,8,228305
8,7,7,8,8,8,228307
7,8,8,7,8,8,228308
5,7,7,8,7,7,228309
7,8,6,7,6,7,228312
3,7,6,8,5,6,228313
5,6,7,8,7,7,228314
8,7,9,8,9,8,228315
3,5,4,6,3,4,228317
5,6,7,8,8,7,228319
3,5,7,8,6,6,228320
2,3,5,8,6,4,228321
8,7,8,9,8,8,228324
4,7,8,6,7,6,228325
8,7,8,9,9,8,228330
8,7,7,8,8,8,228333
8,7,8,7,9,8,228335
3,4,6,7,6,5,228336
8,7,7,8,8,8,228337
2,4,6,7,5,7,228339
6,8,7,7,6,7,228342
8,7,8,7,9,8,228343
7,5,6,8,7,7,228345
8,7,8,9,9,8,228346
6,5,7,8,8,7,228348
8,7,9,9,8,8,228349
2,4,6,7,5,5,228351
3,6,7,8,7,6,228352
8,7,6,8,7,7,228353
5,7,6,8,8,7,228354
9,8,7,7,8,8,228356
4,3,5,6,7,5,228358
7,8,9,8,8,8,228359
7,8,9,8,9,8,228360
4,5,7,6,6,6,228361
8,7,8,7,8,8,228362
7,8,8,7,8,8,228363
4,6,8,7,5,7,228366
5,7,8,9,8,8,228367
7,6,8,9,7,7,228369
9,8,7,9,8,8,228370
2,7,8,6,7,6,228371
6,7,8,7,8,8,228373
7,8,9,7,8,8,228374
6,7,8,8,7,7,228375
8,7,8,9,9,8,228377
4,6,7,8,7,6,228378
8,7,6,5,7,6,228379
3,8,7,6,7,6,228380
4,7,8,6,7,6,228381
4,7,6,5,5,5,228383
6,7,8,7,8,7,228385
3,4,6,7,5,5,228387
7,8,8,9,7,8,228388
6,7,8,8,7,7,228389
8,9,8,7,8,8,228390
5,7,8,6,7,6,228391
6,7,8,7,7,7,228392
7,8,8,7,8,8,228393
2,5,7,8,7,6,228394
7,8,7,6,6,7,228396
7,8,8,7,9,7,228398
6,4,7,8,6,6,228399
8,7,6,7,8,7,228400
7,6,8,6,7,7,228401
6,7,8,7,8,7,228402
3,8,6,7,5,6,228403
2,5,7,8,6,6,228405
7,8,8,9,7,8,228406
7,8,7,6,7,7,228407
3,6,7,8,7,6,228409
3,4,2,5,6,4,228410
3,6,7,8,5,6,228411
8,7,8,9,7,8,228412
3,5,7,6,7,6,228414
7,8,8,7,8,7,228416
7,8,6,7,8,7,228417
7,8,7,6,6,7,228418
4,6,7,8,7,6,228419
4,7,8,6,7,6,228420
3,8,7,6,8,7,228421
7,8,8,7,8,8,228424
8,7,6,9,8,8,228425
7,6,8,7,7,7,228426
7,8,6,7,8,7,228427
8,9,8,7,9,8,228429
6,7,8,5,7,7,228431
8,7,8,9,8,8,228433
7,8,8,7,8,7,228434
5,7,8,6,7,6,228435
7,8,7,8,8,8,228436
8,7,9,8,8,8,228437
7,6,8,7,8,7,228439
7,8,8,7,6,7,228440
7,5,8,6,7,7,228441
6,7,8,8,7,7,228443
5,7,6,8,7,7,228444
8,7,6,8,7,7,228447
6,8,7,9,8,8,228448
8,7,8,8,7,8,228450
4,7,6,8,7,7,228451
4,5,7,8,6,6,228452
6,7,8,7,8,7,228453
3,5,5,7,7,5,228454
7,6,8,7,8,7,228456
7,6,8,7,7,7,228457
1,5,8,7,6,6,228460
7,8,7,8,8,8,228461
5,7,8,6,9,7,228463
6,7,8,8,7,7,228464
8,7,8,7,8,8,228465
2,5,7,8,6,6,228466
6,7,8,9,8,8,228467
6,4,3,5,7,5,228468
9,8,9,9,8,8,228469
7,6,8,7,7,7,228471
8,7,8,9,9,8,228473
3,6,7,5,4,5,228474
7,6,8,8,7,7,228475
7,7,8,8,7,7,228476
5,7,8,6,7,7,228477
7,6,8,7,8,7,228479
8,9,9,8,9,8,228480
6,8,7,8,7,7,228482
3,7,8,5,6,6,228483
7,8,9,7,8,8,228486
3,7,6,8,7,7,228487
2,8,7,6,5,6,228490
3,6,7,8,7,6,228492
1,3,4,6,5,4,228495
7,6,8,7,8,7,228496
7,6,8,7,7,7,228497
7,8,8,7,8,8,228499
2,7,5,7,6,6,228500
7,8,8,7,7,7,228502
3,6,7,8,7,7,228503
3,7,5,8,6,6,228505
7,5,6,8,7,7,228506
5,6,7,8,7,7,228508
8,7,8,7,8,8,228510
4,6,7,8,7,6,228511
6,8,7,8,7,7,228513
8,7,6,8,7,7,228514
6,8,7,7,8,7,228515
4,6,7,8,6,6,228516
3,6,5,7,8,6,228518
8,7,8,9,9,8,228519
5,3,7,6,4,5,228520
8,7,8,9,8,8,228521
5,7,8,9,6,7,228522
2,5,6,7,6,5,228523
7,6,8,7,8,7,228524
6,7,8,7,8,7,228526
5,8,7,6,7,6,228527
6,7,8,7,8,7,228528
8,7,9,8,8,8,228529
6,7,8,7,8,7,228530
6,7,8,7,7,7,228531
5,6,7,8,7,6,228533
6,4,7,8,8,7,228534
8,7,8,6,7,7,228535
6,8,7,7,8,7,228536
8,7,8,9,8,8,228537
9,8,8,7,9,8,228538
5,3,7,6,4,5,228539
8,7,9,6,8,7,228540
5,7,8,8,7,7,228541
7,8,7,6,7,7,228542
8,7,9,8,8,8,228543
6,7,8,7,7,7,228544
7,8,6,9,7,7,228545
2,8,7,8,6,7,228548
4,6,7,6,7,6,228549
3,6,7,8,5,6,228550
2,4,5,6,6,5,228551
8,7,6,8,7,7,228552
7,6,8,7,8,7,228554
4,5,7,8,6,6,228555
7,8,9,8,7,8,228556
2,4,3,5,3,3,228558
7,6,8,8,7,7,228559
2,5,7,6,8,6,228562
6,5,7,8,6,7,228564
7,5,8,6,7,7,228566
3,7,6,8,5,6,228568
2,8,5,7,6,6,228569
5,7,8,9,8,7,228571
3,5,7,6,5,6,228572
5,7,6,8,7,7,228573
5,6,8,7,6,7,228574
8,7,8,8,9,8,228576
4,6,7,8,7,7,228577
7,6,8,7,8,7,228578
6,7,8,7,8,7,228579
7,6,8,7,8,7,228580
6,8,7,7,8,8,228582
4,5,7,6,6,5,228584
6,5,7,8,7,7,228585
7,8,8,9,9,8,228586
6,4,7,8,6,6,228587
5,6,7,8,7,7,228588
7,5,8,6,7,7,228589
7,6,8,9,7,7,228591
7,8,8,7,9,8,228593
7,8,7,9,8,8,228594
9,8,7,6,8,8,228595
7,8,7,8,8,8,228596
7,8,7,9,8,8,228597
8,7,8,8,8,8,228599
5,7,8,6,7,7,228600
8,7,8,8,9,8,228601
3,7,7,6,6,6,228602
3,7,8,6,7,7,228603
7,8,8,7,8,8,228604
7,8,7,8,9,8,228605
7,6,8,7,7,7,228606
3,5,7,6,4,5,228607
3,5,7,8,6,6,228608
8,7,8,6,7,7,228609
7,5,7,6,6,6,228610
5,3,6,7,5,6,228611
6,7,8,9,7,7,228612
5,6,7,8,7,7,228614
8,9,8,7,8,8,228615
6,4,8,7,7,6,228618
7,8,6,7,8,7,228619
2,7,5,8,6,5,228622
7,8,7,8,7,8,228623
5,7,8,9,7,7,228624
2,5,7,8,6,6,228626
5,6,7,8,7,6,228627
6,8,7,8,7,7,228628
8,7,7,8,9,8,228630
7,8,6,7,7,7,228631
5,7,8,6,7,7,228632
7,8,8,9,8,8,228633
8,9,7,8,8,8,228634
8,7,7,8,7,7,228635
6,7,8,7,9,7,228636
7,6,8,7,8,7,228637
5,4,6,7,7,6,228638
7,8,6,7,7,7,228639
3,5,6,8,7,6,228640
2,7,8,4,6,5,228641
2,6,7,8,5,6,228644
8,7,9,8,8,8,228645
6,7,8,8,7,7,228646
7,5,8,9,6,7,228647
6,8,7,5,5,6,228648
7,8,6,9,7,8,228649
7,6,8,7,7,7,228650
4,5,7,8,6,6,228651
7,8,6,8,7,7,228652
8,7,7,8,8,7,228653
7,8,7,8,8,8,228655
8,7,6,7,8,7,228656
3,8,7,6,5,6,228657
7,6,8,7,7,7,228659
5,4,7,8,6,6,228660
8,7,7,8,8,7,228661
2,8,7,8,7,7,228663
6,7,8,6,7,7,228664
8,7,8,7,8,8,228666
9,8,7,7,8,8,228667
5,8,7,6,7,7,228668
8,7,9,8,8,8,228669
7,8,8,9,8,8,228671
3,7,8,6,7,7,228672
6,8,7,7,6,7,228673
7,8,8,7,7,7,228674
7,8,7,6,7,7,228675
9,8,7,8,9,8,228676
2,5,7,8,8,7,228677
8,7,8,7,8,8,228678
2,8,6,7,7,6,228679
3,6,7,8,7,6,228681
3,7,6,8,8,6,228682
5,8,7,8,6,7,228683
7,8,7,9,8,8,228684
7,8,7,8,8,8,228686
6,7,8,7,8,7,228687
8,6,7,7,8,7,228688
7,8,5,6,6,7,228689
6,4,7,8,7,6,228690
7,5,8,7,6,7,228691
2,8,7,6,7,7,228692
8,7,7,8,8,8,228694
7,8,8,6,8,7,228696
2,5,6,7,7,5,228697
3,4,5,7,6,5,228698
7,8,8,6,7,7,228699
8,7,8,9,8,8,228701
3,7,8,9,6,7,228702
8,8,7,7,8,8,228704
8,7,8,7,8,7,228705
6,4,5,7,8,6,228706
5,7,8,6,6,6,228707
7,8,7,8,7,7,228708
7,8,8,8,7,8,228709
8,7,6,8,7,7,228710
8,7,8,9,8,8,228711
7,8,8,9,7,8,228712
6,7,8,7,8,7,228713
9,8,7,8,7,8,228714
8,7,8,9,9,8,228715
8,9,7,8,7,8,228716
6,8,7,5,6,7,228717
5,8,7,6,7,7,228718
3,5,7,8,6,7,228719
5,7,8,6,6,6,228721
5,8,7,6,7,7,228722
8,7,8,9,8,8,228726
8,7,6,8,7,7,228727
4,6,7,5,6,6,228729
8,7,8,9,8,8,228730
7,8,9,6,7,7,228732
7,8,9,8,7,8,228733
2,5,6,7,7,5,228734
8,9,8,9,9,8,228735
8,7,9,8,8,8,228736
5,7,6,8,7,7,228737
6,7,8,7,7,7,228738
7,5,8,8,7,7,228739
3,5,7,8,6,6,228740
8,9,7,8,8,228741
7,8,9,7,8,8,228742
6,4,7,8,7,6,228744
6,8,7,8,7,7,228746
7,6,8,7,7,7,228747
3,6,7,8,7,7,228748
5,7,8,6,7,7,228749
3,5,7,8,7,6,228750
7,8,8,7,7,7,228751
2,6,7,8,5,6,228752
7,5,6,8,7,7,228755
8,9,8,7,9,8,228756
8,7,8,7,8,8,228757
8,7,8,8,8,7,228758
7,8,8,7,7,7,228762
7,8,8,7,7,7,228763
7,8,8,9,9,8,228764
4,6,7,8,7,6,228766
2,7,6,5,4,5,228767
4,7,6,8,8,7,228769
7,8,9,8,9,8,228771
6,8,7,7,8,8,228772
7,5,8,6,7,7,228773
8,7,8,6,7,7,228774
6,7,8,7,6,7,228775
7,8,9,7,8,8,228777
6,2,7,8,9,7,228778
6,7,8,9,8,8,228779
2,5,7,8,8,6,228780
7,8,8,7,9,8,228783
6,5,7,8,8,6,228784
6,3,5,7,8,6,228785
4,6,8,7,7,7,228786
8,9,7,8,9,8,228788
2,5,7,6,4,6,228789
8,7,8,9,8,8,228790
7,5,8,6,7,7,228791
7,5,6,8,7,7,228792
8,7,9,8,9,8,228793
5,6,7,8,8,6,228795
3,7,8,5,6,6,228797
7,8,6,7,8,7,228799
5,7,8,7,8,7,228800
7,8,9,7,8,8,228801
8,7,7,8,9,8,228802
8,7,7,9,8,8,228803
5,7,8,9,8,7,228804
6,8,7,7,7,7,228806
8,7,9,8,9,8,228807
6,7,8,7,7,7,228808
8,7,6,8,7,7,228809
2,5,7,6,6,5,228810
2,7,8,6,7,6,228811
2,4,6,7,5,5,228812
1,3,5,7,6,4,228813
8,9,7,8,8,8,228814
5,7,6,8,7,6,228815
8,7,8,9,9,8,228816
7,8,7,8,8,8,228818
7,8,9,6,7,7,228819
7,8,7,6,8,7,228820
8,7,9,8,8,8,228821
2,5,7,6,7,5,228822
7,8,8,9,7,8,228823
2,4,6,7,5,5,228824
8,6,7,8,7,7,228826
3,6,7,5,8,6,228828
6,7,8,6,7,228829
7,6,8,7,9,7,228830
6,8,7,8,7,7,228832
8,7,8,9,8,8,228833
7,8,9,7,8,8,228834
7,8,7,9,8,8,228835
7,6,8,7,7,7,228836
3,5,6,7,8,5,228837
9,8,7,8,8,8,228838
2,6,7,8,6,6,228839
8,7,6,5,6,7,228840
7,5,8,6,7,7,228841
6,7,8,7,7,7,228842
8,6,7,8,8,7,228843
8,7,9,8,8,8,228844
8,7,8,7,9,8,228845
7,8,7,9,6,7,228846
5,4,7,6,6,6,228847
8,7,8,9,9,8,228848
3,5,7,8,6,6,228849
2,5,7,6,6,5,228851
5,8,7,6,7,7,228852
7,6,8,7,8,7,228854
4,5,7,6,6,6,228856
8,7,6,9,8,8,228857
2,5,7,6,8,6,228859
6,4,7,8,7,6,228860
8,8,7,7,8,7,228863
8,7,6,8,7,7,228864
7,8,8,7,8,8,228865
6,8,7,5,6,7,228866
6,7,8,6,7,7,228867
3,5,7,6,6,5,228868
3,5,7,8,6,6,228869
5,7,8,6,6,6,228870
2,3,5,4,4,4,228871
8,7,6,8,8,7,228873
2,4,5,8,6,5,228874
4,7,8,6,7,7,228876
2,4,7,6,5,5,228877
8,7,8,8,7,8,228878
6,8,7,8,7,7,228879
9,8,7,8,9,8,228880
7,8,7,8,8,8,228881
7,8,9,7,8,8,228883
7,8,8,9,7,8,228884
1,3,2,4,5,3,228885
8,6,5,7,7,7,228886
5,7,6,8,7,7,228887
8,7,9,8,8,8,228888
8,7,8,9,7,8,228889
7,8,6,7,8,7,228891
7,6,8,7,8,7,228893
2,5,7,6,6,5,228894
5,8,7,8,8,7,228897
1,8,7,8,7,6,228898
7,8,8,7,7,7,228901
5,7,8,6,8,6,228902
6,7,8,7,8,7,228903
8,7,8,9,8,8,228904
2,3,5,7,6,5,228905
8,7,9,8,8,8,228908
8,7,8,8,8,8,228909
8,7,8,9,8,8,228910
2,7,8,6,7,6,228911
5,7,6,8,7,7,228912
8,7,6,8,7,7,228914
8,7,9,8,9,8,228915
8,7,8,9,8,8,228916
3,7,5,6,4,5,228917
5,6,7,8,8,6,228918
2,3,5,7,6,4,228919
8,7,8,7,9,8,228920
5,3,6,7,8,6,228921
8,7,8,6,7,7,228922
7,8,7,8,8,7,228924
9,8,7,9,8,8,228926
8,7,8,8,9,8,228927
3,6,7,5,4,5,228928
1,8,7,5,6,5,228929
7,6,8,9,8,8,228930
6,5,7,8,7,7,228932
6,7,8,9,8,8,228934
6,5,7,8,6,7,228935
5,7,8,6,7,7,228936
8,7,6,8,7,7,228937
7,8,7,8,9,8,228939
7,8,6,5,7,7,228940
7,8,9,8,9,8,228943
8,9,8,7,9,8,228944
6,5,7,8,6,6,228947
8,7,8,9,9,8,228948
8,7,8,9,9,8,228949
7,8,8,7,6,7,228950
7,8,7,9,8,8,228951
2,6,7,5,4,5,228953
4,8,7,6,7,6,228954
8,7,8,9,8,8,228956
6,4,5,7,6,6,228957
4,6,7,8,7,6,228958
8,6,7,8,7,7,228960
5,3,5,7,6,5,228962
8,9,8,9,9,8,228964
7,8,6,7,8,7,228966
8,7,9,8,8,8,228967
9,8,7,6,7,8,228968
3,5,7,6,4,5,228970
8,9,9,8,9,8,228972
6,8,7,8,9,8,228973
7,8,9,7,8,8,228975
2,5,7,6,8,6,228976
8,7,8,8,9,8,228978
8,7,8,9,8,8,228980
8,7,7,8,9,8,228981
8,7,8,9,8,8,228982
3,6,7,8,6,6,228983
8,7,8,8,8,8,228984
2,4,2,5,3,3,228986
7,6,8,7,7,7,228987
3,6,7,8,7,6,228988
4,6,7,6,8,6,228989
3,7,8,6,7,7,228990
2,3,6,4,5,4,228992
7,8,6,7,8,7,228993
2,8,7,6,7,7,228994
7,9,8,7,8,8,228995
2,6,7,8,8,7,228996
6,7,8,7,8,7,228997
3,6,7,5,4,5,228999
6,7,8,8,7,8,229000
8,7,9,8,9,8,229001
6,4,7,8,7,6,229002
7,8,9,8,8,8,229003
2,5,7,8,6,6,229004
6,8,7,8,7,7,229006
7,5,8,6,7,6,229007
8,9,7,8,9,8,229008
7,5,6,8,7,7,229009
3,6,5,7,4,5,229010
8,7,8,9,9,8,229011
7,8,6,7,8,7,229012
8,7,8,9,8,8,229013
8,7,9,7,8,8,229014
8,7,8,9,8,8,229016
2,4,6,7,8,5,229017
2,4,6,7,5,5,229018
7,6,8,9,7,7,229019
4,7,6,8,6,7,229020
6,7,8,7,8,7,229021
8,7,7,8,8,7,229022
9,7,8,8,9,8,229023
5,6,7,8,7,6,229024
8,7,9,8,8,8,229025
2,3,6,5,8,5,229026
8,9,9,8,8,8,229027
6,5,7,8,7,7,229028
7,6,8,9,7,8,229031
7,8,6,7,8,7,229032
7,8,8,7,8,8,229034
7,8,9,7,8,8,229035
9,8,7,8,8,8,229036
5,4,6,7,8,6,229037
4,5,7,6,8,6,229039
8,7,8,7,7,7,229040
7,5,8,6,7,7,229041
9,8,7,9,8,8,229043
5,7,8,6,7,6,229046
7,8,7,6,6,7,229047
3,7,6,2,5,5,229048
2,5,7,8,6,6,229049
7,8,7,8,7,7,229050
6,7,8,9,8,7,229054
2,8,7,6,6,6,229055
2,6,7,8,6,6,229056
5,3,7,6,5,5,229057
8,9,8,7,9,8,229059
7,8,8,7,6,7,229061
3,4,6,7,5,5,229063
2,7,5,4,3,5,229064
3,5,7,6,6,5,229066
8,9,7,8,8,8,229067
6,8,7,5,6,7,229068
8,7,7,8,8,8,229069
8,7,8,7,8,8,229070
7,8,6,7,6,7,229072
5,4,7,8,7,6,229073
2,7,8,6,7,7,229075
6,7,8,7,7,7,229076
3,7,8,8,7,7,229077
4,6,5,7,6,6,229079
7,5,8,9,8,7,229080
5,7,6,4,5,5,229081
3,5,7,6,6,5,229082
5,8,7,9,6,7,229087
7,8,8,6,7,7,229088
7,8,7,9,8,7,229090
8,7,9,8,8,8,229091
3,5,7,6,8,6,229092
7,6,8,7,8,7,229093
3,6,7,8,8,6,229094
7,8,8,9,7,8,229095
7,6,8,7,8,7,229096
7,5,6,8,7,7,229097
2,4,5,7,6,5,229098
6,5,7,8,8,7,229099
4,5,7,6,6,6,229100
2,5,7,6,8,6,229101
8,7,7,8,8,8,229102
7,8,7,8,7,7,229103
7,6,8,7,8,7,229104
7,8,8,7,7,8,229105
8,7,7,8,9,8,229107
5,4,6,8,7,6,229110
6,8,7,6,7,7,229111
7,6,8,8,7,7,229112
7,8,7,8,8,8,229113
2,4,6,7,8,5,229115
8,7,7,8,8,8,229117
7,8,8,6,7,7,229118
5,7,8,6,7,7,229119
2,4,6,7,7,5,229120
3,7,8,6,7,7,229121
5,7,6,8,5,6,229122
5,7,8,7,6,7,229123
8,9,7,9,8,8,229125
6,5,7,8,7,7,229127
7,8,8,7,7,8,229129
8,7,8,9,7,8,229131
7,8,6,7,8,7,229132
8,7,8,7,7,7,229134
7,8,6,7,8,7,229135
7,6,8,7,8,7,229136
4,6,7,5,6,6,229137
7,8,7,8,7,8,229138
7,8,8,9,8,8,229140
8,7,9,8,9,8,229141
2,4,6,7,7,6,229142
8,7,8,7,8,7,229144
2,5,7,6,6,5,229145
4,6,7,8,7,6,229146
5,6,7,8,8,7,229147
8,7,8,9,8,8,229148
6,8,7,8,7,7,229150
7,8,8,7,8,7,229151
8,7,9,8,8,8,229152
6,4,7,6,5,6,229153
2,4,7,6,5,5,229154
7,6,8,8,7,7,229155
8,6,7,8,8,7,229156
6,8,7,6,5,7,229159
2,5,7,8,6,6,229160
8,7,9,8,9,8,229161
8,7,9,8,9,8,229162
9,8,7,6,8,8,229163
6,5,7,8,7,7,229164
3,6,7,5,8,6,229165
7,8,9,8,9,8,229167
8,7,8,9,8,8,229168
6,4,7,8,6,7,229169
7,8,7,6,8,7,229171
7,8,8,7,8,8,229172
8,5,7,6,7,6,229173
5,7,8,9,6,7,229174
4,6,7,8,7,6,229175
8,7,8,9,9,8,229177
8,9,8,9,9,9,229178
3,6,7,8,8,6,229181
8,7,7,8,9,8,229183
7,8,7,8,8,8,229186
4,6,7,8,7,7,229187
6,7,8,7,8,7,229188
9,8,7,8,8,8,229189
8,7,8,9,9,8,229190
8,7,8,9,9,8,229192
8,7,9,8,9,8,229194
2,4,6,7,8,5,229196
8,7,7,8,7,7,229197
7,8,8,7,7,7,229198
6,8,7,8,7,8,229199
6,7,8,9,7,7,229200
7,8,8,7,8,8,229201
7,8,7,8,8,8,229202
3,8,5,4,6,5,229203
8,7,8,9,8,8,229204
7,8,9,7,8,8,229205
7,5,6,8,7,7,229206
9,8,7,9,8,8,229207
2,5,7,6,6,5,229208
6,8,7,8,7,7,229209
2,4,6,7,5,5,229210
7,8,7,6,8,7,229211
7,8,8,9,9,8,229212
2,4,6,7,5,5,229214
4,6,7,8,8,7,229215
3,5,6,8,7,6,229216
8,9,8,9,9,9,229217
7,8,8,7,8,7,229218
3,7,6,8,5,6,229219
